city,city_raw,condition_id,question,target_date,fetched_at,days_ahead,forecast_mu,forecast_sigma,forecast_nu,sigma_boost,sigma_source,forecast_prob,market_prob,market_prob_raw,edge,abs_edge,bet_side,our_prob,their_prob,ema_momentum,total_drift,last_delta,forecast_var,volume_recency,market_mkt_mom,hours_since_move,is_stale,pmf_consistency,pmf_sum_dev,liquidity,volume_24h,n_exact_bins,market_mode_c,mode_shift_c,alpha_score,kelly,ev_per_dollar,group_key,bin_temp_c
Seoul,seoul,0xe3cde051de2caa4536c5def43245454a94210c28dc5669ea4bdfeeac5c252bd2,Will the highest temperature in Seoul be 13°C on March 25?,2026-03-25,2026-03-24 18:01:03.785922+00:00,0.25,15.8,0.788,12.0,0.088,nwp_table,0.0058,0.1156,0.13,-0.1242,0.1242,No,0.9942,0.87,-0.1036,-1.5,0.1,1.3196,0.752,-0.07,0.0,False,0.9995,0.8695,1149.5616,6692.236131,2,13.0,2.8,0.159141,0.12,0.1428,seoul|2026-03-25,15.8
Seoul,seoul,0x52c96889da6e24ac2d9163b909c856e608127bc8e6a41d20dd3ae2348260e38e,Will the highest temperature in Seoul be 13°C on March 20?,2026-03-20,2026-03-19 18:01:11.143534+00:00,0.25,12.0,0.825,12.0,0.125,nwp_table,0.2308,0.1872,0.0535,0.1773,0.1773,Yes,0.2308,0.0535,0.0859,0.4,0.0,0.0361,0.662,0.0,0.0,False,1.0,0.7195,488.30124,5541.813776000002,5,10.0,2.0,0.233222,0.046830427892234544,3.3149,seoul|2026-03-20,12.0
Seoul,seoul,0xc06bb60be7cd70ea277107e3e222dc85d594fd0f503f944bf2d2fe270bc32c2f,Will the highest temperature in Seoul be 10°C on March 20?,2026-03-20,2026-03-19 18:01:11.143534+00:00,0.25,12.0,0.825,12.0,0.125,nwp_table,0.0418,0.735,0.21,-0.1682,0.1682,No,0.9582,0.79,0.0859,0.4,0.0,0.0361,0.733,0.01,43.33,True,1.0,0.7195,808.3606,5526.783953000002,5,10.0,2.0,0.200875,0.12,0.2129,seoul|2026-03-20,12.0
Seoul,seoul,0x4b4d0bf48a01f2ac1c2a26737fab81c5dd40d6acc6b037e2e993ecb0db4b3a05,Will the highest temperature in Seoul be 9°C on March 21?,2026-03-21,2026-03-18 18:14:35.121434+00:00,2.24,12.9,1.744,6.5,0.144,nwp_table,0.0266,0.2468,0.175,-0.1484,0.1484,No,0.9734,0.825,-0.775,-1.7,-1.5,0.447,0.954,-0.005,0.23,False,0.905,0.3905,1507.4813,755.4112879999999,4,12.0,0.9,0.076335,0.12,0.1798,seoul|2026-03-21,12.9
Seoul,seoul,0x7fda9f350653a2ad7cb568a5c51311d5c258367ee64bd31f4b3e64107f343c15,Will the highest temperature in Seoul be 10°C on March 21?,2026-03-21,2026-03-18 18:14:35.121434+00:00,2.24,12.9,1.744,6.5,0.144,nwp_table,0.0594,0.2609,0.185,-0.1256,0.1256,No,0.9406,0.815,-0.775,-1.7,-1.5,0.447,0.95,0.015,0.0,False,0.905,0.3905,1489.6161,744.790081,4,12.0,0.9,0.064509,0.12,0.1541,seoul|2026-03-21,12.9
Seoul,seoul,0xd35d0aec6505830420d8d0688a8c585b3010c7c296632a6ef3442f3be6f840c9,Will the highest temperature in Seoul be 14°C or higher on March 21?,2026-03-21,2026-03-18 18:14:35.121434+00:00,2.24,12.9,1.744,6.5,0.144,nwp_table,0.3708,0.095,0.095,0.2758,0.2758,Yes,0.3708,0.095,-0.775,-1.7,-1.5,0.447,0.933,0.0,0.23,False,0.905,0.3905,1163.1197,772.9262239999999,4,12.0,0.9,0.098025,0.07618784530386741,2.9036,seoul|2026-03-21,12.9
Seoul,seoul,0xb50fd0e8569928782e0320442abd2f54bc84a08f080c51099709eac8719f9dcc,Will the highest temperature in Seoul be 12°C on March 24?,2026-03-24,2026-03-21 18:01:03.340221+00:00,2.25,14.7,1.666,6.5,0.066,nwp_table,0.0659,0.2563,0.275,-0.2091,0.2091,No,0.9341,0.725,-0.3704,-5.4,-0.3,3.6111,0.963,0.105,0.0,False,0.995,0.478,1184.9498,804.522387,5,12.0,2.7,0.072042,0.12,0.2884,seoul|2026-03-24,14.7
Seoul,seoul,0x7fda9f350653a2ad7cb568a5c51311d5c258367ee64bd31f4b3e64107f343c15,Will the highest temperature in Seoul be 10°C on March 21?,2026-03-21,2026-03-20 12:01:02.633606+00:00,0.5,12.1,0.841,12.0,0.141,nwp_table,0.036,0.6677,0.215,-0.179,0.179,No,0.964,0.785,-0.3305,-2.5,-0.2,0.9505,0.768,0.045,0.0,False,0.9785,0.6995,1308.0863,5254.928059999999,4,10.0,2.1,0.255272,0.12,0.228,seoul|2026-03-21,12.1
Seoul,seoul,0x6b28061fec26cfa8c19e1fb5d6ab6e241027254f3f74c6085df653991c19f1b6,Will the highest temperature in Seoul be 12°C on March 26?,2026-03-26,2026-03-22 18:01:03.880830+00:00,3.25,19.9,2.3,5.5,0.3,nwp_table,0.0041,0.1531,0.18,-0.1759,0.1759,No,0.9959,0.82,0.2563,3.9,0.7,2.8906,1.0,0.0,0.0,False,1.0,0.82,810.7691,76.89135800000001,1,12.0,7.9,0.035282,0.12,0.2146,seoul|2026-03-26,19.9
Seoul,seoul,0x7fda9f350653a2ad7cb568a5c51311d5c258367ee64bd31f4b3e64107f343c15,Will the highest temperature in Seoul be 10°C on March 21?,2026-03-21,2026-03-20 18:01:02.993399+00:00,0.25,12.0,0.856,12.0,0.156,nwp_table,0.0462,0.5773,0.205,-0.1588,0.1588,No,0.9538,0.795,-0.2152,-2.6,-0.1,1.0679,0.792,0.035,0.0,False,0.9995,0.698,782.6415,7005.042804,4,10.0,2.0,0.278835,0.12,0.1998,seoul|2026-03-21,12.0
Seoul,seoul,0xb892706d8b722142e5545305b6971debba1a97ec0480a6f7dbcbb690d20f1e32,Will the highest temperature in Seoul be 13°C on March 21?,2026-03-21,2026-03-20 18:01:02.993399+00:00,0.25,12.0,0.856,12.0,0.156,nwp_table,0.2324,0.2605,0.0925,0.1399,0.1399,Yes,0.2324,0.0925,-0.2152,-2.6,-0.1,1.0679,0.717,0.0,0.0,False,0.9995,0.698,682.11353,4950.385356000001,4,10.0,2.0,0.172336,0.038539944903581265,1.5122,seoul|2026-03-21,12.0
Seoul,seoul,0x8a05cc26e77cb950e6fe28c1a2e64bd074fb74a001e80a3baf5dcd40adf78b99,Will the highest temperature in Seoul be 13°C on March 24?,2026-03-24,2026-03-24 06:01:01.552140+00:00,0.0,13.5,0.75,12.0,0.05,nwp_table,0.3964,0.5541,0.75,-0.3536,0.3536,No,0.6036,0.25,-0.3607,-6.6,-0.6,4.9851,0.954,0.46,0.0,False,1.0,0.25,536.7068,78681.49961200003,1,13.0,0.5,0.515318,0.11786666666666668,1.4144,seoul|2026-03-24,13.5
Seoul,seoul,0x9297d7e52a2b62b37981011969c8d7b7229e8924a24200634e967aac7d75dddc,Will the highest temperature in Seoul be 10°C on March 22?,2026-03-22,2026-03-19 12:01:02.373275+00:00,2.5,16.4,1.756,6.5,0.156,nwp_table,0.0035,0.0665,0.085,-0.0815,0.0815,No,0.9965,0.915,0.3469,1.8,0.5,0.485,1.0,0.0,0.0,False,1.0,0.7095,2279.5508,729.261816,3,11.0,5.4,0.031202,0.12,0.0891,seoul|2026-03-22,16.4
Seoul,seoul,0xf3a94481567220c785ccd8921991e9aa5d460469b60f02d610bb3e22ced13d63,Will the highest temperature in Seoul be 11°C on March 22?,2026-03-22,2026-03-19 12:01:02.373275+00:00,2.5,16.4,1.756,6.5,0.156,nwp_table,0.0078,0.137,0.175,-0.1672,0.1672,No,0.9922,0.825,0.3469,1.8,0.5,0.485,1.0,-0.03,0.0,False,1.0,0.7095,2236.1804,836.3428880000002,3,11.0,5.4,0.063861,0.12,0.2027,seoul|2026-03-22,16.4
